                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.00766,                 6.3685,                 1.3245,                0.63282,                0.58984,                0.59566,                0.29159,                0.00941,                 6.8541,                 1.3708,             0.00062801,             0.00062801,             0.00062801
                     61,                0.00776,                  6.378,                   1.32,                0.66469,                0.58299,                0.60423,                0.28713,                0.00978,                  6.684,                 1.4159,             0.00062655,             0.00062655,             0.00062655
                     62,                0.00762,                 6.2524,                 1.3058,                0.67064,                0.54833,                0.59767,                0.29554,                0.00947,                 6.8026,                 1.3889,             0.00062509,             0.00062509,             0.00062509
                     63,                0.00743,                 6.1086,                    1.3,                0.64851,                0.55649,                0.59356,                0.29176,                0.00956,                 6.8522,                 1.3889,             0.00062364,             0.00062364,             0.00062364
                     64,                0.00746,                 6.1854,                 1.3319,                0.69402,                0.51832,                 0.6014,                0.29687,                0.00941,                 6.5723,                 1.3786,             0.00062218,             0.00062218,             0.00062218
                     65,                 0.0074,                 6.1523,                 1.3127,                0.70374,                0.50536,                0.58554,                0.28241,                0.00964,                 6.7955,                 1.3868,             0.00062072,             0.00062072,             0.00062072
                     66,                0.00761,                 6.3237,                 1.3433,                0.66378,                0.51986,                0.57866,                0.28527,                0.00957,                 6.9255,                 1.3781,             0.00061926,             0.00061926,             0.00061926
                     67,                 0.0074,                 6.3843,                 1.3361,                0.67405,                0.54995,                0.60315,                0.28823,                0.00963,                 6.8533,                 1.4032,             0.00061781,             0.00061781,             0.00061781
                     68,                0.00763,                 6.1871,                 1.3199,                 0.6579,                0.54898,                0.59845,                0.29141,                 0.0095,                 6.6772,                 1.3973,             0.00061635,             0.00061635,             0.00061635
                     69,                0.00752,                  6.024,                 1.2941,                0.66861,                0.52134,                 0.5816,                0.28787,                0.00942,                 6.9462,                  1.363,             0.00061489,             0.00061489,             0.00061489
                     70,                0.00755,                 6.3084,                 1.3179,                0.68958,                 0.5468,                0.61375,                0.30168,                0.00949,                 6.8029,                 1.3771,             0.00061343,             0.00061343,             0.00061343
