Class ID,Class Name,Precision,Recall,mAP@0.5,mAP@0.5:0.95
0,moving-vehicle,0.7236842105263158,0.4782608695652174,0.6129712366421067,0.43344343694091536
1,stationary-vehicle-offstreet,0.6304347826086957,0.5087719298245614,0.5841202154437676,0.40174881790079037
2,stationary-vehicle-onstreet,0.8288770053475936,0.8083441981747066,0.8303893150846324,0.6523395901659828
