                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                  1.097,                 1.3757,                 1.1242,                0.41373,                0.22486,                0.18022,                0.10546,                 1.1909,                 1.3096,                 1.1385,              0.0006853,              0.0006853,              0.0006853
                     21,                 1.1392,                 1.2991,                 1.1227,                0.35413,                  0.239,                0.18988,                0.11097,                 1.1596,                 1.2433,                 1.1213,             0.00068386,             0.00068386,             0.00068386
                     22,                 1.1266,                 1.2898,                 1.1278,                0.46455,                0.27051,                0.21506,                0.11933,                 1.1531,                 1.2188,                 1.1234,             0.00068242,             0.00068242,             0.00068242
                     23,                 1.1674,                   1.28,                 1.1279,                0.38267,                0.18495,                0.19522,                0.11268,                 1.1689,                 1.4947,                 1.1306,             0.00068098,             0.00068098,             0.00068098
                     24,                 1.1041,                 1.1716,                 1.0593,                0.41027,                0.27685,                0.25122,                0.13439,                 1.1509,                 1.2696,                 1.1324,             0.00067948,             0.00067948,             0.00067948
                     25,                 1.0866,                 1.2699,                 1.1304,                0.50131,                0.28992,                0.22185,                0.13532,                 1.1616,                 1.2323,                 1.1243,             0.00067813,             0.00067813,             0.00067813
                     26,                 1.1007,                  1.198,                  1.097,                0.50021,                0.19424,                0.18534,                0.11268,                 1.1523,                 1.2386,                 1.1112,              0.0006768,              0.0006768,              0.0006768
                     27,                 1.1737,                 1.2588,                 1.1424,                0.39198,                0.26856,                0.22538,                0.13128,                 1.1304,                 1.2094,                 1.1108,             0.00067531,             0.00067531,             0.00067531
                     28,                 1.0857,                 1.1586,                 1.0731,                0.35699,                0.29204,                0.21992,                0.12188,                 1.1629,                 1.2232,                 1.1239,              0.0006739,              0.0006739,              0.0006739
                     29,                 1.1189,                 1.1828,                 1.0984,                0.43954,                0.26125,                0.20112,                0.11703,                 1.1407,                 1.3053,                 1.1044,             0.00067259,             0.00067259,             0.00067259
                     30,                 1.0611,                 1.2857,                  1.095,                0.50597,                0.22886,                0.22928,                0.14152,                 1.0817,                 1.1376,                 1.0752,              0.0006712,              0.0006712,              0.0006712
                     31,                 1.0859,                 1.0623,                 1.0568,                0.40331,                0.29969,                0.23328,                 0.1516,                 1.0907,                 1.1221,                 1.0855,             0.00066982,             0.00066982,             0.00066982
                     32,                 1.0769,                 1.0796,                 1.0641,                0.42991,                0.30351,                0.23721,                0.14443,                 1.1473,                 1.2147,                 1.1279,             0.00066844,             0.00066844,             0.00066844
                     33,                0.99594,                 1.0665,                 1.0651,                0.50689,                0.26847,                 0.2415,                0.15105,                 1.1113,                 1.1447,                 1.0959,             0.00066707,             0.00066707,             0.00066707
                     34,                 1.0488,                 1.1258,                  1.078,                0.51293,                0.24974,                0.22769,                0.13915,                 1.1424,                 1.1901,                 1.1127,             0.00066561,             0.00066561,             0.00066561
                     35,                 1.0756,                 1.1004,                 1.0833,                 0.3692,                0.26367,                0.20755,                0.12581,                 1.1427,                 1.1863,                 1.1113,             0.00066424,             0.00066424,             0.00066424
                     36,                 1.1117,                 1.0818,                 1.0804,                0.40557,                0.24514,                0.23284,                0.14133,                 1.1161,                  1.154,                 1.0966,             0.00066288,             0.00066288,             0.00066288
                     37,                 1.0375,                 1.0776,                 1.0557,                0.30045,                0.28437,                0.24975,                0.14687,                  1.124,                 1.1841,                 1.0975,             0.00066142,             0.00066142,             0.00066142
                     38,                 1.0932,                 1.0849,                 1.0955,                0.38262,                0.35735,                0.30694,                0.18339,                 1.1154,                 1.1524,                 1.0964,             0.00066007,             0.00066007,             0.00066007
                     39,                 1.0433,                 1.0669,                 1.0713,                0.51371,                0.32173,                0.28094,                0.15738,                 1.1505,                 1.1921,                 1.1133,             0.00065862,             0.00065862,             0.00065862
                     40,                 1.0816,                 1.0976,                 1.0805,                0.41151,                0.30286,                0.25054,                0.14958,                 1.0796,                 1.1186,                 1.0896,             0.00065716,             0.00065716,             0.00065716
                     41,                 1.0145,                 1.0534,                 1.0185,                0.57813,                 0.2584,                0.26863,                0.16577,                 1.0962,                 1.1414,                 1.0862,             0.00065582,             0.00065582,             0.00065582
                     42,                   1.02,                0.98196,                 1.0647,                0.40534,                0.32542,                0.28392,                0.16077,                  1.107,                 1.1478,                  1.095,             0.00065437,             0.00065437,             0.00065437
                     43,                 1.0519,                 1.0421,                 1.0771,                0.41323,                0.32164,                0.27337,                0.15704,                 1.0759,                 1.1895,                 1.0755,             0.00065291,             0.00065291,             0.00065291
                     44,                 1.0677,                 1.0375,                 1.0908,                0.46036,                0.26827,                0.27863,                0.16719,                 1.1164,                  1.164,                 1.0908,             0.00065159,             0.00065159,             0.00065159
                     45,                 1.0396,                 1.0595,                 1.0797,                0.43473,                0.37094,                0.27353,                0.15411,                  1.106,                 1.1058,                 1.0798,             0.00065014,             0.00065014,             0.00065014
                     46,                0.99602,                0.99731,                 1.0649,                0.44637,                0.28988,                0.26809,                0.16471,                 1.0826,                 1.0922,                 1.0678,             0.00064868,             0.00064868,             0.00064868
                     47,                  1.021,                 1.0437,                 1.0765,                0.41453,                0.29051,                0.26989,                0.16259,                  1.099,                  1.135,                 1.0946,             0.00064737,             0.00064737,             0.00064737
                     48,                 1.0721,                 1.0901,                 1.0641,                0.50255,                0.27698,                0.27802,                0.16087,                  1.078,                 1.1115,                 1.0743,             0.00064592,             0.00064592,             0.00064592
                     49,                 1.0106,                 0.9492,                 1.0334,                0.36284,                0.27434,                0.25318,                0.14508,                 1.0928,                 1.1786,                 1.0822,             0.00064447,             0.00064447,             0.00064447
                     50,                 1.0088,                0.96765,                 1.0714,                0.56437,                0.29153,                0.27929,                0.16559,                 1.0943,                 1.0879,                 1.0727,             0.00064302,             0.00064302,             0.00064302
                     51,                 1.0117,                 0.9537,                 1.0369,                0.42835,                0.29384,                0.29114,                 0.1712,                 1.1096,                 1.0949,                 1.0866,             0.00064172,             0.00064172,             0.00064172
                     52,                0.94271,                 0.9909,                 1.0296,                 0.3866,                0.28266,                0.27364,                 0.1642,                 1.0619,                  1.092,                 1.0646,             0.00064028,             0.00064028,             0.00064028
                     53,                0.99417,                 1.0473,                 1.0529,                0.37885,                 0.2601,                0.25805,                0.16291,                  1.079,                 1.1201,                 1.0807,             0.00063883,             0.00063883,             0.00063883
                     54,                 1.0143,                0.93957,                 1.0581,                0.33929,                0.35105,                0.27245,                0.16333,                 1.0783,                 1.1125,                 1.0819,             0.00063739,             0.00063739,             0.00063739
                     55,                0.94064,                0.91803,                  1.016,                0.49521,                 0.2745,                0.26737,                0.16099,                 1.0854,                 1.0935,                 1.0816,             0.00063594,             0.00063594,             0.00063594
                     56,                0.96469,                0.92258,                 1.0232,                0.47706,                0.24916,                0.28714,                 0.1803,                 1.0592,                 1.0842,                 1.0647,             0.00063466,             0.00063466,             0.00063466
                     57,                0.95542,                0.88688,                  1.037,                 0.5783,                0.28944,                0.31065,                0.19795,                  1.051,                 1.0837,                  1.051,             0.00063322,             0.00063322,             0.00063322
                     58,                0.99774,                0.95173,                 1.0336,                0.41268,                0.29341,                0.26872,                0.16089,                 1.0684,                 1.1165,                 1.0617,             0.00063177,             0.00063177,             0.00063177
                     59,                0.99193,                0.85607,                 1.0315,                0.41309,                0.33642,                0.29459,                0.17171,                 1.0701,                 1.0988,                 1.0681,             0.00063033,             0.00063033,             0.00063033
                     60,                 1.0129,                0.95546,                 1.0558,                 0.4176,                0.28658,                0.27351,                0.15967,                 1.0814,                 1.1871,                 1.0679,             0.00062889,             0.00062889,             0.00062889
                     61,                 0.9429,                0.87639,                  1.011,                0.40761,                  0.316,                0.28706,                0.16917,                 1.0652,                 1.0585,                 1.0604,             0.00062745,             0.00062745,             0.00062745
                     62,                 1.0419,                0.94072,                 1.0473,                0.44195,                0.34093,                 0.2974,                0.17707,                 1.0568,                 1.0947,                 1.0648,               0.000626,               0.000626,               0.000626
                     63,                 0.9594,                0.90832,                 1.0034,                0.54535,                0.28848,                0.29883,                0.17606,                 1.0741,                 1.1906,                 1.0756,             0.00062456,             0.00062456,             0.00062456
                     64,                0.98632,                0.93452,                 1.0407,                0.31508,                0.31303,                0.27569,                0.17077,                 1.0599,                 1.1011,                 1.0621,             0.00062312,             0.00062312,             0.00062312
                     65,                0.96354,                0.88114,                 1.0108,                0.49019,                0.32685,                0.31217,                0.19108,                 1.0578,                 1.0455,                 1.0785,             0.00062168,             0.00062168,             0.00062168
                     66,                0.97203,                0.90973,                 1.0123,                0.53299,                0.28322,                0.29357,                0.16551,                 1.0587,                 1.1667,                 1.0719,             0.00062023,             0.00062023,             0.00062023
                     67,                0.95645,                 0.8785,                 1.0475,                0.55729,                0.34214,                0.34256,                 0.2009,                 1.0606,                 1.0593,                 1.0678,             0.00061879,             0.00061879,             0.00061879
                     68,                 0.9523,                0.86353,                 1.0115,                0.49102,                0.26707,                 0.2898,                 0.1648,                 1.0609,                 1.1179,                 1.0724,             0.00061735,             0.00061735,             0.00061735
                     69,                0.94889,                0.88972,                0.99225,                0.44566,                0.35705,                0.27579,                 0.1677,                 1.0513,                 1.0814,                 1.0595,             0.00061591,             0.00061591,             0.00061591
                     70,                0.95529,                0.86432,                 1.0138,                0.46932,                0.31995,                0.30285,                0.18842,                 1.0378,                 1.0521,                 1.0515,             0.00061446,             0.00061446,             0.00061446
                     71,                0.92383,                0.82547,                0.98774,                0.40688,                0.35779,                0.28092,                0.16062,                 1.0595,                  1.098,                 1.0659,             0.00061281,             0.00061281,             0.00061281
                     72,                0.92377,                0.80563,                 1.0333,                0.47689,                0.32237,                0.29542,                0.18065,                 1.0761,                 1.0865,                  1.079,             0.00061137,             0.00061137,             0.00061137
                     73,                 1.0022,                0.90443,                      1,                0.57331,                0.33298,                0.30697,                0.17981,                 1.0813,                 1.1094,                 1.0837,             0.00060992,             0.00060992,             0.00060992
                     74,                0.94881,                0.83047,                 1.0113,                0.49564,                0.36795,                 0.3324,                0.20195,                 1.0396,                 1.0596,                 1.0749,             0.00060848,             0.00060848,             0.00060848
                     75,                0.92395,                0.78795,                0.99571,                0.52357,                 0.3102,                0.28617,                0.17158,                 1.0754,                 1.0765,                 1.0835,             0.00060703,             0.00060703,             0.00060703
                     76,                0.94499,                0.83567,                  1.011,                0.47779,                0.31396,                0.32407,                0.18949,                 1.0599,                 1.0396,                 1.0737,             0.00060559,             0.00060559,             0.00060559
                     77,                 0.9182,                0.78922,                0.99726,                0.44614,                0.36734,                0.34654,                0.21104,                 1.0593,                 1.0298,                 1.0712,             0.00060436,             0.00060436,             0.00060436
                     78,                0.95461,                0.82393,                 1.0129,                0.56647,                0.30511,                0.33106,                0.19695,                 1.0532,                 1.0237,                 1.0574,             0.00060292,             0.00060292,             0.00060292
                     79,                 1.0077,                0.85373,                 1.0237,                0.46473,                0.35684,                0.31808,                0.19048,                 1.0315,                 1.0523,                 1.0564,             0.00060148,             0.00060148,             0.00060148
                     80,                0.90922,                0.83103,                 1.0248,                0.36961,                0.28827,                0.27146,                0.16205,                 1.0808,                 1.1181,                 1.0705,             0.00060004,             0.00060004,             0.00060004
                     81,                0.93639,                0.85231,                 1.0279,                0.53555,                0.30197,                 0.3053,                0.18957,                 1.0415,                 1.0643,                 1.0629,             0.00059859,             0.00059859,             0.00059859
                     82,                0.95744,                0.84452,                 1.0062,                0.44941,                0.34998,                0.29338,                0.17136,                 1.0707,                 1.1199,                 1.0634,             0.00059715,             0.00059715,             0.00059715
                     83,                0.93103,                0.83736,                0.99659,                 0.4839,                0.30093,                0.29874,                0.17437,                 1.0505,                 1.0547,                 1.0643,             0.00059595,             0.00059595,             0.00059595
                     84,                0.89037,                0.74838,                 1.0045,                0.41647,                0.31306,                0.29356,                0.17022,                 1.0643,                 1.0522,                 1.0648,             0.00059451,             0.00059451,             0.00059451
                     85,                0.90613,                0.74979,                 1.0161,                0.51883,                0.32464,                0.33726,                0.20394,                 1.0529,                 1.0437,                 1.0596,             0.00059307,             0.00059307,             0.00059307
                     86,                0.92981,                0.79257,                0.98425,                0.37548,                0.34421,                0.29515,                0.17688,                 1.0492,                 1.0305,                 1.0573,             0.00059163,             0.00059163,             0.00059163
                     87,                0.86758,                0.74302,                0.98098,                0.47102,                0.31316,                0.29449,                0.17657,                 1.0615,                  1.026,                 1.0697,             0.00059019,             0.00059019,             0.00059019
                     88,                0.89264,                0.79089,                 1.0008,                0.44757,                0.36321,                0.31296,                0.18527,                 1.0537,                 1.0152,                 1.0625,             0.00058875,             0.00058875,             0.00058875
                     89,                0.87508,                0.76059,                0.99484,                0.51836,                0.29904,                0.32494,                0.19798,                 1.0511,                 1.0498,                 1.0624,             0.00058731,             0.00058731,             0.00058731
                     90,                0.88458,                0.72177,                0.97411,                0.41226,                0.35259,                0.33868,                0.19574,                 1.0397,                 1.0065,                 1.0516,             0.00058587,             0.00058587,             0.00058587
                     91,                0.93889,                0.73324,                0.99744,                0.50258,                0.25321,                0.29233,                0.17879,                 1.0323,                  1.065,                 1.0571,             0.00058443,             0.00058443,             0.00058443
                     92,                0.88378,                 0.7819,                 0.9691,                0.49321,                0.32167,                0.32735,                0.19072,                 1.0403,                  1.017,                 1.0543,             0.00058299,             0.00058299,             0.00058299
                     93,                0.87261,                0.70685,                0.98398,                0.59791,                0.29177,                0.32468,                0.20116,                 1.0339,                 1.0286,                 1.0522,             0.00058182,             0.00058182,             0.00058182
                     94,                0.83066,                0.71052,                0.98529,                0.42999,                0.36022,                0.32533,                0.19853,                 1.0253,                 1.0178,                 1.0619,             0.00058039,             0.00058039,             0.00058039
                     95,                0.89559,                0.74001,                 0.9906,                0.41834,                0.33893,                0.32267,                0.18545,                 1.0214,                 1.0617,                 1.0329,             0.00057867,             0.00057867,             0.00057867
                     96,                0.89475,                0.76717,                0.99679,                 0.4467,                0.33519,                0.31067,                 0.1859,                 1.0459,                 1.0515,                 1.0661,             0.00057751,             0.00057751,             0.00057751
                     97,                 0.8566,                0.71686,                   1.01,                0.51763,                0.35206,                0.33821,                0.20218,                 1.0375,                  1.021,                 1.0587,             0.00057608,             0.00057608,             0.00057608
                     98,                0.89997,                0.79233,                 1.0185,                0.51152,                0.30131,                0.31688,                0.19079,                   1.03,                 1.0436,                 1.0467,             0.00057464,             0.00057464,             0.00057464
                     99,                0.86625,                0.74635,                0.99209,                0.39509,                0.30783,                  0.298,                0.17026,                 1.0482,                 1.0636,                 1.0593,              0.0005732,              0.0005732,              0.0005732
                    100,                0.86562,                0.66914,                0.98631,                0.47454,                0.33141,                0.32538,                0.18962,                 1.0267,                 1.0416,                 1.0542,             0.00057177,             0.00057177,             0.00057177
                    101,                0.90882,                0.77353,                0.99473,                0.52036,                0.33325,                 0.3325,                0.19275,                 1.0113,                0.99936,                 1.0493,             0.00057033,             0.00057033,             0.00057033
                    102,                0.84649,                0.72368,                0.97552,                0.50181,                0.31294,                0.31646,                0.19106,                 1.0393,                 1.0297,                 1.0614,             0.00056889,             0.00056889,             0.00056889
                    103,                0.85848,                0.73195,                0.97163,                0.54963,                0.34636,                0.35133,                0.20363,                 1.0361,                 1.0195,                 1.0536,             0.00056746,             0.00056746,             0.00056746
                    104,                0.85555,                0.67089,                0.96249,                0.47937,                0.35673,                0.30795,                0.19197,                 1.0554,                 1.0276,                 1.0753,             0.00056602,             0.00056602,             0.00056602
                    105,                0.85953,                  0.688,                0.97162,                0.52777,                0.34922,                0.32819,                 0.2066,                 1.0431,                 1.0302,                 1.0577,             0.00056458,             0.00056458,             0.00056458
                    106,                0.88109,                0.70988,                0.96218,                0.48676,                 0.3639,                0.32324,                0.19048,                  1.058,                 1.0442,                 1.0588,             0.00056315,             0.00056315,             0.00056315
                    107,                0.85026,                0.69071,                0.96576,                0.59493,                0.37145,                0.33412,                0.19289,                 1.0319,                 1.0339,                 1.0495,             0.00056202,             0.00056202,             0.00056202
                    108,                 0.8467,                0.72912,                0.97215,                0.49756,                0.36946,                0.33827,                0.20929,                 1.0381,                  1.016,                 1.0564,             0.00056058,             0.00056058,             0.00056058
                    109,                0.87642,                0.71785,                0.98252,                0.55916,                0.32097,                0.34661,                0.20384,                 1.0526,                  1.058,                 1.0627,             0.00055915,             0.00055915,             0.00055915
                    110,                0.88688,                 0.6846,                0.98602,                0.51151,                0.30868,                0.32732,                0.19778,                 1.0246,                 1.0319,                 1.0542,             0.00055772,             0.00055772,             0.00055772
                    111,                0.90393,                 0.7046,                0.98586,                0.37505,                0.34659,                0.30321,                 0.1832,                 1.0317,                 1.0464,                 1.0588,              0.0005566,              0.0005566,              0.0005566
                    112,                0.85101,                0.70103,                0.97514,                0.61293,                0.33841,                0.34638,                0.20593,                 1.0218,                 1.0544,                 1.0556,             0.00055517,             0.00055517,             0.00055517
                    113,                0.88449,                0.71934,                0.98741,                0.58461,                0.31631,                0.33355,                 0.1976,                 1.0513,                 1.0511,                 1.0699,             0.00055374,             0.00055374,             0.00055374
                    114,                0.83239,                0.64447,                0.96851,                0.61499,                0.33676,                0.34651,                0.20907,                 1.0258,                 1.0277,                 1.0492,             0.00055231,             0.00055231,             0.00055231
                    115,                0.84001,                0.66441,                0.97892,                0.44181,                0.35758,                0.31938,                0.19079,                  1.038,                 1.0838,                 1.0667,             0.00055088,             0.00055088,             0.00055088
                    116,                0.89453,                 0.7067,                 0.9734,                0.56848,                0.32602,                0.31757,                0.19135,                 1.0255,                 1.0884,                 1.0547,             0.00054978,             0.00054978,             0.00054978
                    117,                0.85458,                 0.6725,                0.97739,                0.52081,                0.36783,                0.32387,                0.19798,                 1.0339,                 1.0927,                 1.0679,             0.00054835,             0.00054835,             0.00054835
                    118,                0.86987,                0.70274,                0.98427,                 0.5128,                0.32134,                0.32754,                 0.1992,                 1.0194,                 1.0856,                 1.0536,             0.00054692,             0.00054692,             0.00054692
                    119,                0.82172,                0.64836,                0.96441,                0.49089,                0.38413,                0.35474,                0.20264,                 1.0345,                 1.0407,                 1.0558,              0.0005455,              0.0005455,              0.0005455
                    120,                0.84106,                0.67352,                0.97651,                0.50806,                0.35492,                0.31596,                 0.1834,                 1.0206,                 1.0872,                 1.0536,             0.00054407,             0.00054407,             0.00054407
                    121,                0.80683,                0.65317,                0.97407,                 0.5383,                0.31023,                0.33507,                0.20503,                 1.0244,                 1.0716,                 1.0504,             0.00054264,             0.00054264,             0.00054264
                    122,                0.84699,                0.66558,                0.95736,                0.60481,                0.29468,                0.32476,                0.19387,                 1.0163,                 1.0509,                 1.0488,             0.00054121,             0.00054121,             0.00054121
                    123,                0.83052,                0.64953,                0.97238,                0.62472,                0.32454,                0.34187,                0.20148,                 1.0254,                 1.0856,                 1.0489,             0.00053978,             0.00053978,             0.00053978
                    124,                  0.846,                0.68813,                0.96946,                 0.4273,                0.38411,                0.32937,                0.19701,                 1.0153,                 1.0353,                 1.0504,             0.00053836,             0.00053836,             0.00053836
                    125,                0.82249,                0.64218,                0.98618,                0.54717,                 0.3023,                0.31902,                0.19637,                 1.0301,                 1.0801,                 1.0679,             0.00053693,             0.00053693,             0.00053693
                    126,                0.82273,                0.65087,                0.97682,                0.52664,                0.28143,                0.30287,                0.18658,                 1.0349,                 1.0757,                 1.0672,              0.0005355,              0.0005355,              0.0005355
                    127,                0.77637,                0.63051,                 0.9459,                 0.5518,                0.29753,                  0.313,                0.18614,                 1.0208,                 1.0549,                 1.0593,             0.00053407,             0.00053407,             0.00053407
                    128,                 0.8466,                0.65094,                0.95361,                 0.6217,                0.30682,                0.30328,                0.17654,                 1.0335,                 1.0821,                 1.0609,             0.00053264,             0.00053264,             0.00053264
                    129,                 0.8169,                0.63261,                0.96254,                0.44731,                 0.3457,                0.31728,                0.19055,                 1.0259,                 1.0403,                  1.055,             0.00053122,             0.00053122,             0.00053122
                    130,                0.80692,                0.62543,                0.94266,                0.47077,                0.33161,                0.30833,                0.18035,                 1.0301,                 1.0699,                 1.0622,             0.00052979,             0.00052979,             0.00052979
                    131,                0.82275,                0.63995,                0.95899,                0.53579,                0.32081,                0.32388,                0.19647,                 1.0331,                 1.0675,                 1.0639,             0.00052836,             0.00052836,             0.00052836
                    132,                0.84271,                0.63765,                0.96679,                0.42846,                0.31262,                0.32251,                0.19576,                 1.0152,                 1.0542,                 1.0478,             0.00052693,             0.00052693,             0.00052693
                    133,                0.81727,                0.62177,                0.97469,                0.41848,                0.41065,                0.34161,                0.20016,                 1.0251,                 1.0771,                 1.0598,              0.0005255,              0.0005255,              0.0005255
                    134,                0.84256,                0.61796,                0.95427,                0.50373,                0.34797,                0.33541,                0.20366,                 1.0382,                 1.0565,                 1.0584,             0.00052408,             0.00052408,             0.00052408
                    135,                0.85835,                0.64694,                0.96565,                0.52528,                 0.3213,                0.35722,                0.21557,                 1.0273,                 1.0539,                 1.0595,             0.00052265,             0.00052265,             0.00052265
                    136,                0.81749,                0.63229,                0.95879,                0.56944,                0.29773,                0.33511,                0.20064,                 1.0196,                 1.0868,                  1.056,             0.00052122,             0.00052122,             0.00052122
                    137,                0.81391,                0.63928,                0.96941,                0.46939,                0.34103,                0.31083,                0.19279,                 1.0357,                 1.0733,                 1.0618,             0.00051979,             0.00051979,             0.00051979
                    138,                 0.7993,                0.60031,                0.94767,                0.59699,                0.32405,                 0.3441,                0.21259,                 1.0166,                 1.0415,                 1.0462,             0.00051836,             0.00051836,             0.00051836
                    139,                0.75992,                0.58903,                0.93342,                0.59737,                0.29475,                  0.328,                0.20538,                 1.0258,                 1.0487,                 1.0506,             0.00051733,             0.00051733,             0.00051733
                    140,                0.75328,                0.56021,                0.93735,                0.55369,                0.31084,                0.32369,                0.20172,                 1.0245,                 1.0759,                 1.0567,             0.00051591,             0.00051591,             0.00051591
                    141,                0.80191,                0.58419,                0.95049,                0.54548,                0.31862,                 0.3548,                0.21189,                 1.0303,                 1.0717,                 1.0543,             0.00051448,             0.00051448,             0.00051448
                    142,                0.81946,                0.62626,                0.97693,                0.48674,                0.35199,                0.32481,                0.19279,                 1.0412,                 1.0769,                 1.0635,             0.00051306,             0.00051306,             0.00051306
                    143,                0.80181,                0.59969,                0.95359,                0.51625,                0.33125,                0.32759,                0.19847,                 1.0426,                 1.0606,                 1.0582,             0.00051163,             0.00051163,             0.00051163
                    144,                0.79575,                0.58111,                0.93207,                0.45797,                0.33131,                0.32158,                0.19613,                 1.0339,                 1.0605,                 1.0578,             0.00051021,             0.00051021,             0.00051021
                    145,                0.81636,                 0.5975,                0.94694,                0.39921,                0.36771,                0.34292,                0.20546,                 1.0219,                 1.0794,                 1.0526,             0.00050878,             0.00050878,             0.00050878
                    146,                0.80288,                0.61346,                0.94019,                0.56528,                0.38901,                0.36703,                0.21229,                 1.0214,                 1.0211,                 1.0516,             0.00050736,             0.00050736,             0.00050736
                    147,                0.80964,                0.58796,                0.95277,                0.55303,                0.33387,                0.35672,                0.20253,                 1.0268,                 1.0526,                  1.058,             0.00050635,             0.00050635,             0.00050635
                    148,                 0.7931,                0.61463,                0.96231,                0.40524,                0.36703,                0.34525,                0.19781,                 1.0154,                 1.0713,                 1.0589,             0.00050493,             0.00050493,             0.00050493
                    149,                 0.7561,                0.59191,                0.94569,                0.55845,                0.32845,                0.32123,                 0.1858,                 1.0182,                  1.041,                 1.0537,             0.00050351,             0.00050351,             0.00050351
                    150,                0.76857,                0.56948,                0.94577,                0.41104,                0.32665,                0.32399,                0.19222,                 1.0225,                 1.0375,                 1.0499,             0.00050208,             0.00050208,             0.00050208
                    151,                0.77846,                0.58507,                 0.9534,                0.41951,                0.35078,                 0.2956,                 0.1804,                 1.0337,                 1.0371,                 1.0656,             0.00050066,             0.00050066,             0.00050066
                    152,                 0.7516,                0.57403,                0.94093,                0.43705,                0.31437,                0.30381,                0.18806,                 1.0258,                 1.0854,                 1.0624,             0.00049924,             0.00049924,             0.00049924
                    153,                0.75686,                0.53611,                0.93552,                0.50703,                0.34541,                0.34353,                0.21352,                 1.0208,                 1.0086,                 1.0564,             0.00049782,             0.00049782,             0.00049782
