                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.00716,                 4.6477,                 1.4131,                0.62033,                0.54364,                0.58531,                0.28801,                0.00789,                 3.8973,                 1.3814,             0.00066363,             0.00066363,             0.00066363
                     83,                0.00675,                  4.424,                  1.407,                0.68181,                0.52812,                0.59136,                0.28944,                0.00785,                 3.9265,                  1.377,             0.00066301,             0.00066301,             0.00066301
                     84,                0.00715,                 4.6899,                 1.4268,                 0.6491,                0.53205,                 0.5815,                 0.2708,                0.00835,                 3.9989,                  1.415,             0.00066239,             0.00066239,             0.00066239
                     85,                 0.0069,                 4.4911,                 1.3818,                0.64734,                0.52124,                0.56382,                0.27809,                0.00786,                  4.197,                 1.3574,             0.00066177,             0.00066177,             0.00066177
                     86,                0.00687,                 4.3119,                 1.3912,                 0.6762,                0.53627,                0.58809,                0.29698,                0.00758,                 3.9315,                 1.3617,             0.00066114,             0.00066114,             0.00066114
                     87,                0.00716,                 4.7231,                 1.4658,                0.66506,                0.52756,                0.57514,                0.27762,                0.00807,                 3.9405,                 1.4282,             0.00066052,             0.00066052,             0.00066052
                     88,                0.00702,                 4.4849,                 1.4051,                0.69636,                0.52367,                0.57787,                0.27081,                0.00807,                 4.1737,                 1.4233,              0.0006599,              0.0006599,              0.0006599
                     89,                0.00684,                 4.5342,                 1.3816,                0.66684,                0.56905,                0.59552,                0.28943,                0.00796,                 4.3033,                 1.4008,             0.00065928,             0.00065928,             0.00065928
                     90,                0.00698,                 4.4793,                 1.4182,                0.63566,                0.54223,                0.58033,                0.25412,                0.00877,                 4.1454,                 1.4855,             0.00065866,             0.00065866,             0.00065866
                     91,                0.00634,                 3.6668,                 1.3253,                0.68591,                0.52944,                0.60147,                0.33013,                 0.0071,                 3.7144,                 1.3243,             0.00065803,             0.00065803,             0.00065803
                     92,                0.00631,                 3.5924,                 1.3549,                0.67169,                0.53696,                0.58495,                0.28482,                0.00797,                 4.0287,                 1.4069,             0.00065741,             0.00065741,             0.00065741
                     93,                0.00647,                 3.8489,                 1.3248,                0.63135,                0.57006,                0.60266,                0.28602,                0.00829,                  3.917,                 1.4737,             0.00065679,             0.00065679,             0.00065679
                     94,                0.00661,                 4.1458,                 1.3898,                0.60536,                0.55266,                0.54863,                0.26253,                0.00808,                 4.2565,                 1.4182,             0.00065617,             0.00065617,             0.00065617
                     95,                0.00643,                 3.9026,                  1.352,                 0.6184,                 0.5358,                 0.5751,                0.28428,                 0.0078,                 3.9655,                 1.3569,             0.00065555,             0.00065555,             0.00065555
                     96,                0.00642,                 3.9933,                 1.3474,                0.58731,                0.54106,                0.56354,                0.26172,                0.00845,                 4.3498,                 1.5002,             0.00065493,             0.00065493,             0.00065493
                     97,                0.00633,                 3.7867,                 1.3584,                 0.6568,                0.54432,                 0.5808,                0.27717,                0.00801,                 4.0137,                  1.439,              0.0006543,              0.0006543,              0.0006543
                     98,                0.00646,                  3.906,                 1.3702,                0.68828,                0.50902,                 0.5679,                0.26073,                0.00849,                 4.1611,                 1.4937,             0.00065368,             0.00065368,             0.00065368
                     99,                0.00644,                 4.0259,                 1.2682,                0.63342,                0.52689,                0.54988,                0.24831,                0.00865,                 4.3324,                 1.4585,             0.00065306,             0.00065306,             0.00065306
                    100,                0.00621,                 3.9732,                  1.292,                0.64321,                0.52977,                0.57101,                0.27135,                0.00825,                  3.928,                 1.4448,             0.00065244,             0.00065244,             0.00065244
