Class ID,Class Name,Precision,Recall,mAP@0.5,mAP@0.5:0.95
0,moving-vehicle,0.7236842105263158,0.4782608695652174,0.6129712366421067,0.43344343694091536
1,stationary-vehicle-offstreet,0.635036496350365,0.5087719298245614,0.5855213918909642,0.402753765752027
2,stationary-vehicle-onstreet,0.8299866131191432,0.8083441981747066,0.8305107605745956,0.6524809625672825
