                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 0.9553,                0.86356,                  1.027,                0.50292,                0.33044,                0.33775,                0.22341,                 1.0408,                 1.0477,                 1.0659,             0.00060587,             0.00060587,             0.00060587
                     69,                0.94303,                0.88362,                0.99157,                0.51842,                  0.402,                0.38846,                0.25592,                 1.0258,                 1.0008,                 1.0533,             0.00060426,             0.00060426,             0.00060426
                     70,                0.93678,                0.83355,                  1.011,                0.40758,                0.38046,                 0.3536,                0.22425,                 1.0456,                  1.019,                 1.0653,             0.00060265,             0.00060265,             0.00060265
                     71,                0.92626,                 0.8264,                0.99403,                0.64331,                0.33908,                0.35916,                0.23238,                 1.0398,                      1,                 1.0613,             0.00060103,             0.00060103,             0.00060103
                     72,                0.87458,                0.78893,                 1.0086,                0.59287,                0.33394,                0.38392,                0.24887,                 1.0391,                0.97209,                  1.071,             0.00059942,             0.00059942,             0.00059942
                     73,                0.98798,                0.87392,                 1.0016,                 0.5672,                0.39033,                0.38037,                0.24911,                 1.0474,                 1.0675,                 1.0659,             0.00059807,             0.00059807,             0.00059807
                     74,                0.89961,                0.81592,                0.99462,                0.51469,                0.37763,                0.39738,                0.26273,                 1.0211,                0.99139,                 1.0619,             0.00059646,             0.00059646,             0.00059646
                     75,                0.92525,                0.76849,                 1.0016,                0.50376,                0.40572,                0.37731,                0.24036,                   1.04,                 1.0004,                 1.0652,             0.00059485,             0.00059485,             0.00059485
                     76,                0.95382,                 0.8324,                 1.0147,                0.55849,                0.38029,                0.38647,                0.24547,                 1.0362,                 1.0027,                  1.056,             0.00059324,             0.00059324,             0.00059324
                     77,                0.91471,                0.77739,                 1.0046,                0.51547,                0.43299,                0.40266,                0.25749,                 1.0365,                0.98523,                 1.0596,             0.00059163,             0.00059163,             0.00059163
                     78,                0.98664,                0.83264,                 1.0401,                0.55284,                0.37003,                0.38117,                0.24497,                 1.0519,                 1.0382,                 1.0641,             0.00059002,             0.00059002,             0.00059002
                     79,                0.96813,                0.81528,                  1.014,                0.50596,                0.41275,                0.37504,                0.24839,                 1.0471,                0.97929,                 1.0573,             0.00058841,             0.00058841,             0.00058841
                     80,                0.92029,                0.81852,                 1.0326,                0.53712,                0.33599,                0.34853,                  0.228,                 1.0495,                 1.0432,                 1.0618,              0.0005868,              0.0005868,              0.0005868
                     81,                0.92177,                0.81193,                 1.0183,                0.65135,                0.30613,                0.36106,                0.24048,                 1.0176,                0.97573,                  1.042,             0.00058519,             0.00058519,             0.00058519
                     82,                0.94147,                0.81048,                 1.0002,                0.52777,                0.35325,                0.38205,                0.25484,                 1.0239,                0.98817,                 1.0537,             0.00058358,             0.00058358,             0.00058358
                     83,                0.91068,                0.77099,                0.99286,                0.44721,                0.39566,                0.35431,                 0.2286,                  1.035,                0.99244,                 1.0543,             0.00058197,             0.00058197,             0.00058197
                     84,                0.86185,                0.70618,                0.99399,                0.37463,                0.38847,                0.36519,                0.24218,                 1.0181,                0.97502,                 1.0533,             0.00058036,             0.00058036,             0.00058036
                     85,                 0.8859,                 0.7614,                  1.002,                0.49508,                 0.4094,                0.36412,                0.24102,                  1.029,                 1.0047,                 1.0562,             0.00057875,             0.00057875,             0.00057875
                     86,                0.92552,                0.76738,                0.98514,                0.55404,                0.38323,                0.38562,                0.25524,                 1.0202,                0.95919,                 1.0492,             0.00057714,             0.00057714,             0.00057714
                     87,                0.87811,                0.75998,                0.99511,                0.41854,                0.41167,                0.38109,                0.25308,                 1.0163,                0.96263,                 1.0503,             0.00057584,             0.00057584,             0.00057584
